WKT,fid,OBJECTID,CODE,school_name,LEVEL,Status,County,DISTRICT,ZONE,SUB_COUNTY,Ward,Long,Lat,Source
MULTIPOINT ((247911.811391803 9852811.02067247)),1294,31639,20078133,BUNKA AND BIDDLES PRI,Primary,,NAIROBI WEST,,,,KAREN,36.734534,-1.330615,"Open Data Kenya, School 2007"
MULTIPOINT ((264890.515525904 9858640.33576946)),1295,31645,20078163,UMOJA 1 PRI,Primary,,NAIROBI SOUTH,,,,UMOJA I,36.88709,-1.278048,"Open Data Kenya, School 2007"
MULTIPOINT ((251979.919573492 9855352.67570296)),1296,31650,20078174,CECILIA ACADEMY,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.771095,-1.307671,"Open Data Kenya, School 2007"
MULTIPOINT ((265083.311718161 9856376.60685906)),1297,31652,20078181,MODERN CARE SCH PRI,Primary,,NAIROBI SOUTH,,,,UPPER SAVANNAH,36.888805,-1.298516,"Open Data Kenya, School 2007"
MULTIPOINT ((267969.634041562 9858722.26689262)),1298,31658,20078199,RICKEN DAY CARE PRI,Primary,,NAIROBI SOUTH,,,,KAYOLE CENTRAL,36.91475,-1.27733,"Open Data Kenya, School 2007"
MULTIPOINT ((262861.022247983 9854731.88624665)),1299,31663,20078225,AEF RUEBEN PRI SCH,Primary,,NAIROBI SOUTH,,,,KWA REUBEN,36.86883,-1.313369,"Open Data Kenya, School 2007"
MULTIPOINT ((267886.312903758 9859474.41966489)),1300,31676,20078275,GOD'S FAVOR PRI SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.914007,-1.270529,"Open Data Kenya, School 2007"
MULTIPOINT ((263013.128825927 9861779.1529957)),1301,31688,20078329,BETTERLIFE COMM CENTER PRI SCH,Primary,,NAIROBI NORTH,,,,UTALII,36.870249,-1.249656,"Open Data Kenya, School 2007"
MULTIPOINT ((253015.455918611 9855673.82161795)),1302,31705,20078395,RIZIKI DAY CARE- PRI,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.780399,-1.304776,"Open Data Kenya, School 2007"
MULTIPOINT ((251974.612883728 9855561.62249605)),1303,31709,20078411,JOY ACADEMY PRIMARY,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.771049,-1.305782,"Open Data Kenya, School 2007"
MULTIPOINT ((249719.808160798 9859855.95438401)),1304,31711,20078426,MWALIMU PRI SCH,Primary,,NAIROBI WEST,,,,KANGEMI,36.75083,-1.266942,"Open Data Kenya, School 2007"
MULTIPOINT ((249481.06355778 9859650.22141445)),1305,31722,20078451,HOPE EDUCATION CENTRE & SCH - PRI,Primary,,NAIROBI WEST,,,,KANGEMI,36.748684,-1.2688,"Open Data Kenya, School 2007"
MULTIPOINT ((264728.524109134 9863613.39746883)),1306,31728,20078466,BEADOM SCHOOL - PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.885671,-1.233085,"Open Data Kenya, School 2007"
MULTIPOINT ((278015.089380133 9860943.09017757)),1307,31743,20078510,LAKAVIEW VIDROSE ACADEMY,Primary,,NAIROBI SOUTH,,,,RUAI,37.005006,-1.257322,"Open Data Kenya, School 2007"
MULTIPOINT ((248937.455158694 9857077.57218841)),1308,31744,20078516,KINYANJUI ROAD PRI SCH,Primary,,NAIROBI WEST,,,,RIRUTA,36.743781,-1.292053,"Open Data Kenya, School 2007"
MULTIPOINT ((265335.76234547 9861990.51526318)),1309,31748,20078538,ARCJUNIOR ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KOROGOCHO,36.891114,-1.247762,"Open Data Kenya, School 2007"
MULTIPOINT ((244297.185153549 9860352.63535143)),1310,31750,20078549,KIURU MSINGI BORA -PRI,Primary,,NAIROBI WEST,,,,,36.702129,-1.262409,"Open Data Kenya, School 2007"
MULTIPOINT ((265755.631214818 9866145.42310295)),1311,31795,20078753,CORNERSTONE ACADEMY - PRI,Primary,,NAIROBI NORTH,,,,ROYSAMBU,36.894915,-1.2102,"Open Data Kenya, School 2007"
MULTIPOINT ((259639.100348841 9862092.74075997)),1312,31798,20078769,KARURA FOREST PRI SCH,Primary,,NAIROBI NORTH,,,,KARURA,36.839944,-1.246796,"Open Data Kenya, School 2007"
MULTIPOINT ((244260.669386812 9858970.73594595)),1313,31799,20078779,RUTHIMITU PRI SCH,Primary,,NAIROBI WEST,,,,UTHIRU/RUTHIMITU,36.70179,-1.274901,"Open Data Kenya, School 2007"
MULTIPOINT ((247248.014404743 9857262.01527395)),1314,31810,20078829,DOSABI BLESSED CENTRE PRI SCH.,Primary,,NAIROBI WEST,,,,RIRUTA,36.728608,-1.290372,"Open Data Kenya, School 2007"
MULTIPOINT ((249933.944136955 9858025.10961013)),1315,31814,20078849,MADARAKA COMMUNITY SCHOOL  - PRI,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.752739,-1.283495,"Open Data Kenya, School 2007"
MULTIPOINT ((263798.677349578 9859823.59379845)),1316,31825,20078894,NAIROBI RIVER PRI SCH,Primary,,NAIROBI NORTH,,,,AIRBASE,36.877291,-1.267342,"Open Data Kenya, School 2007"
MULTIPOINT ((261915.955743575 9861159.85058259)),1317,31827,20078907,VUMILIA DAY - PRI,Primary,,NAIROBI NORTH,,,,UTALII,36.860389,-1.255247,"Open Data Kenya, School 2007"
MULTIPOINT ((252480.863928838 9855654.10236264)),1318,31833,20078940,SWEET VALLEY PRI SCH,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.775597,-1.30495,"Open Data Kenya, School 2007"
MULTIPOINT ((263063.593843929 9860915.79206018)),1319,31839,20078972,SALAMA PRI SCH SPECIAL UNIT,Primary,,NAIROBI NORTH,,,,,36.870696,-1.257462,"Open Data Kenya, School 2007"
MULTIPOINT ((248460.015094043 9860542.01192969)),1320,31840,20078973,UNIVERSAL PRIMARY,Primary,,NAIROBI NORTH,,,,KITISURU,36.73952,-1.26073,"Open Data Kenya, School 2007"
MULTIPOINT ((262711.152945864 9861168.02164438)),1321,31848,20078995,USHINDI EDUCATIONAL CENTRE PRI),Primary,,NAIROBI NORTH,,,,UTALII,36.867532,-1.255179,"Open Data Kenya, School 2007"
MULTIPOINT ((265192.467593878 9855110.81081472)),1322,31853,20079011,SAVANNAH ACADEMY,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.889776,-1.309961,"Open Data Kenya, School 2007"
MULTIPOINT ((252565.260234372 9855142.80627137)),1323,31857,20079020,FLORENCE ACADEMY- PRI,Primary,,NAIROBI WEST,,,,SARANGOMBE,36.776351,-1.309573,"Open Data Kenya, School 2007"
MULTIPOINT ((268835.667101478 9864115.56553616)),1324,31858,20079022,ADDAR ACADEMY - PRI SCH,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.922568,-1.228574,"Open Data Kenya, School 2007"
MULTIPOINT ((259819.936006871 9860292.93934773)),1325,31861,20079027,MATHARE FAMILY HOPE CENTRE PRI,Primary,,NAIROBI NORTH,,,,KARURA,36.841555,-1.263069,"Open Data Kenya, School 2007"
MULTIPOINT ((265182.414990279 9862056.86651736)),1326,31862,20079033,ST PRISCAS ACADEMY,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.889737,-1.247161,"Open Data Kenya, School 2007"
MULTIPOINT ((267126.571496241 9857794.71251787)),1327,31874,20079081,MZESA ACADEMY -PRI,Primary,,NAIROBI SOUTH,,,,LOWER SAVANNAH,36.90717,-1.28571,"Open Data Kenya, School 2007"
MULTIPOINT ((250386.23714022 9860003.8727592)),1328,31877,20079100,RIVERSIDE MEMORIAL SCHOOL - PRI,Primary,,NAIROBI WEST,,,,KILELESHWA,36.756817,-1.26561,"Open Data Kenya, School 2007"
MULTIPOINT ((264775.514633098 9861513.35209745)),1329,31886,20079136,BIGPEN ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KARIOBANGI NORTH,36.886078,-1.252072,"Open Data Kenya, School 2007"
MULTIPOINT ((259093.795607197 9859034.6985956)),1330,31888,20079140,KARIAKOR METHODIST CHURCH PRI SCH,Primary,,NAIROBI NORTH,,,,NGARA,36.835023,-1.274439,"Open Data Kenya, School 2007"
MULTIPOINT ((268296.183143017 9860049.11757944)),1331,31889,20079145,WANFORD ACADEMY,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.917693,-1.265336,"Open Data Kenya, School 2007"
MULTIPOINT ((264125.787228111 9861280.77431129)),1332,31891,20079157,RESSURECTED ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KARIOBANGI NORTH,36.88024,-1.25417,"Open Data Kenya, School 2007"
MULTIPOINT ((246251.328512225 9858522.39872919)),1333,31904,20079195,NEMBU PRI SCH,Primary,,NAIROBI WEST,,,,WAITHAKA,36.719666,-1.27897,"Open Data Kenya, School 2007"
MULTIPOINT ((253528.488576468 9853889.07729347)),1334,31909,20079217,NGEI PRI SCH,Primary,,NAIROBI WEST,,,,MUGUMU-INI,36.784993,-1.320915,"Open Data Kenya, School 2007"
MULTIPOINT ((265773.815527193 9854025.26185182)),1335,31921,20079276,UZIMA ACADEMY,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.89499,-1.31978,"Open Data Kenya, School 2007"
MULTIPOINT ((259677.387673755 9854319.23283762)),1336,31958,20079411,PLAIN VIEW EDUCATIONAL POINT - PRI,Primary,,NAIROBI SOUTH,,,,NAIROBI SOUTH,36.840229,-1.317075,"Open Data Kenya, School 2007"
MULTIPOINT ((246598.756242792 9857456.23387591)),1337,31963,20079443,GENTIANA PRI SCH,Primary,,NAIROBI WEST,,,,WAITHAKA,36.722778,-1.288611,"Open Data Kenya, School 2007"
MULTIPOINT ((266005.602206047 9868696.40149986)),1338,31973,20079484,IVY PRI. SCH,Primary,,NAIROBI NORTH,,,,TOWNSHIP,36.897178,-1.187138,"Open Data Kenya, School 2007"
MULTIPOINT ((247135.828130823 9856968.99809108)),1339,31987,20079530,SATELITE STAREHE PRIMARY SCH,Primary,,NAIROBI WEST,,,,WAITHAKA,36.727598,-1.29302,"Open Data Kenya, School 2007"
MULTIPOINT ((264518.89356148 9860299.01717275)),1340,31990,20079545,KIPAWA JUNIOR SCH,Primary,,NAIROBI NORTH,,,,KARIOBANGI SOUTH,36.883764,-1.263049,"Open Data Kenya, School 2007"
MULTIPOINT ((249951.903735989 9859897.74754459)),1341,31994,20079557,SHANGILIA MTOTO WA AFRICA -PRI,Primary,,NAIROBI WEST,,,,KANGEMI,36.752915,-1.266566,"Open Data Kenya, School 2007"
MULTIPOINT ((248862.288261454 9856845.87341389)),1342,31999,20079572,AMAF ACADEMY PRI,Primary,,NAIROBI WEST,,,,RIRUTA,36.743104,-1.294147,"Open Data Kenya, School 2007"
MULTIPOINT ((245210.154860186 9853688.39341155)),1343,32012,20079629,ST. MARYS KAREN PRI,Primary,,NAIROBI WEST,,,,KAREN,36.710275,-1.322661,"Open Data Kenya, School 2007"
MULTIPOINT ((266769.0608676 9867260.11146094)),1344,32014,20079642,SAIMOS CARE CENTRE - PRI,Primary,,NAIROBI NORTH,,,,GITHURAI,36.904026,-1.200129,"Open Data Kenya, School 2007"
MULTIPOINT ((262904.175048652 9861599.54853241)),1345,32023,20079686,MATHARE NORTH PRI SCH,Primary,,NAIROBI NORTH,,,,UTALII,36.869269,-1.251279,"Open Data Kenya, School 2007"
MULTIPOINT ((269566.525220672 9863370.3351417)),1346,32031,20079702,VERO'S KINDERGATEN & SCH -PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.929128,-1.235317,"Open Data Kenya, School 2007"
MULTIPOINT ((258542.572258628 9854786.12914141)),1347,32038,20079721,KHALSA PRI SCH,Primary,,NAIROBI WEST,,,,SOUTH C,36.830039,-1.312845,"Open Data Kenya, School 2007"
MULTIPOINT ((257261.132361579 9854992.96300847)),1348,32041,20079733,MOI EDUCATIONAL CENTER- PRI,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.81853,-1.310965,"Open Data Kenya, School 2007"
MULTIPOINT ((255115.813998758 9854645.64141901)),1349,32046,20079753,ST GABRIEL PRI SCH,Primary,,NAIROBI WEST,,,,NYAYO HIGHRISE,36.799257,-1.314088,"Open Data Kenya, School 2007"
MULTIPOINT ((256920.762352484 9855552.69246009)),1350,32057,20079810,JONATHAN GLOAG ACADEMY,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.815477,-1.305902,"Open Data Kenya, School 2007"
MULTIPOINT ((266563.162265277 9859851.17544238)),1351,32061,20079824,RAINBOW ACADEMY,Primary,,NAIROBI NORTH,,,,MOWLEM,36.902124,-1.267113,"Open Data Kenya, School 2007"
MULTIPOINT ((273217.0419361 9858017.85698037)),1352,32068,20079860,UTAWALA ACADEMY,Primary,,NAIROBI SOUTH,,,,MIHANGO,36.961883,-1.283737,"Open Data Kenya, School 2007"
MULTIPOINT ((249758.956922038 9857992.10267912)),1353,32073,20079882,KABIRO PRI SCH,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.751167,-1.283792,"Open Data Kenya, School 2007"
MULTIPOINT ((256317.018554143 9858275.32233746)),1354,32076,20079913,NAIROBI PRI SCH,Primary,,NAIROBI WEST,,,,KILIMANI,36.810075,-1.281283,"Open Data Kenya, School 2007"
MULTIPOINT ((276929.101633913 9859766.37232709)),1355,32078,20079922,VICKMERY JUNIOR ACADEMY,Primary,,NAIROBI SOUTH,,,,RUAI,36.995242,-1.267954,"Open Data Kenya, School 2007"
MULTIPOINT ((252176.73506676 9856127.15362934)),1356,32089,20079959,NAIROBI PENTECOSTAL CHURCH WOODLEY PRI SCH,Primary,,NAIROBI WEST,,,,KILIMANI,36.772869,-1.300671,"Open Data Kenya, School 2007"
MULTIPOINT ((267752.384423851 9858113.32344903)),1357,32090,20079960,ST ARNOLD JASSEN PRI SCH,Primary,,NAIROBI SOUTH,,,,KAYOLE SOUTH,36.912794,-1.282834,"Open Data Kenya, School 2007"
MULTIPOINT ((258219.197525702 9855137.92205406)),1358,32094,20079972,KONGONI PRI SCH,Primary,,NAIROBI WEST,,,,NAIROBI WEST,36.827137,-1.309662,"Open Data Kenya, School 2007"
MULTIPOINT ((264383.566977602 9863281.85645971)),1359,32101,20079988,GENIUS LEARNERS CENTER PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.88257,-1.23608,"Open Data Kenya, School 2007"
MULTIPOINT ((249961.42112784 9857923.91990976)),1360,32109,200710019,GREENWOODS ACADEMY PRI),Primary,,NAIROBI WEST,,,,KAWANGWARE,36.752985,-1.28441,"Open Data Kenya, School 2007"
MULTIPOINT ((263052.603862906 9861424.13503477)),1361,32110,200710021,ST BARBRA CHILDRENS HOME & PRI SCH,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.870601,-1.252866,"Open Data Kenya, School 2007"
MULTIPOINT ((248662.707653543 9856800.01081926)),1362,32118,200710045,RIRUTA JUBILEE ACADEMYPRY),Primary,,NAIROBI WEST,,,,RIRUTA,36.741311,-1.29456,"Open Data Kenya, School 2007"
MULTIPOINT ((247786.368438453 9858082.39424497)),1363,32122,200710059,BENSESA ACADEMY - PRI,Primary,,NAIROBI WEST,,,,RIRUTA,36.73345,-1.28296,"Open Data Kenya, School 2007"
MULTIPOINT ((249285.662732929 9858388.136095)),1364,32128,200710076,CROSSROAD ACADEMY  - PRI,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.746919,-1.280208,"Open Data Kenya, School 2007"
MULTIPOINT ((261844.972851058 9857087.08518585)),1365,32134,200710101,THREE IN ONE CHILDREN CENTRE PRI,Primary,,NAIROBI NORTH,,,,MAKONGENI,36.859721,-1.292068,"Open Data Kenya, School 2007"
MULTIPOINT ((246930.948891761 9857243.14800899)),1366,32139,200710123,LISA CROWE COMMUNITY PRI SCH,Primary,,NAIROBI WEST,,,,WAITHAKA,36.72576,-1.29054,"Open Data Kenya, School 2007"
MULTIPOINT ((265816.277246214 9862500.01812494)),1367,32142,200710138,PROMISEDLAND JITEGEMEE PRI SCH,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.895434,-1.243159,"Open Data Kenya, School 2007"
MULTIPOINT ((259456.678989658 9860420.2810695)),1368,32144,200710150,ST RACHAEL JUNIOR SCH PRI,Primary,,NAIROBI NORTH,,,,KARURA,36.838293,-1.261915,"Open Data Kenya, School 2007"
MULTIPOINT ((260337.991597674 9858765.08116894)),1369,32162,200710234,GOSPEL FURTHERING FELLOSHIP EASTLEIGH JUNIOR SCH,Primary,,NAIROBI NORTH,,,,PANGANI,36.846197,-1.276886,"Open Data Kenya, School 2007"
MULTIPOINT ((267937.44523677 9859430.44042576)),1370,32177,200710270,HAPPY KIDS ED SCH PRI,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.914466,-1.270927,"Open Data Kenya, School 2007"
MULTIPOINT ((250170.500377026 9857676.1024535)),1371,32182,200710278,BRAEBURN SCH - PRIMARY,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.754861,-1.286652,"Open Data Kenya, School 2007"
MULTIPOINT ((270135.49483206 9864518.61524915)),1372,32186,200710286,MAWIRA YOUTH & INFORMAL CENTRE - PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.934247,-1.224939,"Open Data Kenya, School 2007"
MULTIPOINT ((266317.849480879 9858432.02015084)),1373,32190,200710307,FADHILI JUNIOR SCH PRI),Primary,,NAIROBI SOUTH,,,,UMOJA II,36.89991,-1.279942,"Open Data Kenya, School 2007"
MULTIPOINT ((269870.395107459 9864715.5054079)),1374,32195,200710325,ST JOSEPH RESOURCE CENTRE PRI SCH,Primary,,NAIROBI NORTH,,,,CLAY CITY,36.931867,-1.223157,"Open Data Kenya, School 2007"
MULTIPOINT ((261058.287223428 9860761.61942909)),1375,32209,200710367,GENESIS JOY PRI SCH,Primary,,NAIROBI NORTH,,,,ROYSAMBU,36.852682,-1.258841,"Open Data Kenya, School 2007"
MULTIPOINT ((246929.418034067 9857835.61838541)),1376,32226,200710433,KAHUHO ROAD PRI SCH,Primary,,NAIROBI WEST,,,,WAITHAKA,36.725751,-1.285184,"Open Data Kenya, School 2007"
MULTIPOINT ((265877.180437469 9858768.78493611)),1377,32240,200710495,PALACE ACADEMY PRI),Primary,,NAIROBI SOUTH,,,,UMOJA I,36.895954,-1.276894,"Open Data Kenya, School 2007"
MULTIPOINT ((259002.962004962 9855236.04819793)),1378,32241,200710496,MARIAKANI CHRISTIAN CENTRE - PRI,Primary,,NAIROBI SOUTH,,,,NAIROBI SOUTH,36.834178,-1.308781,"Open Data Kenya, School 2007"
MULTIPOINT ((265310.93312117 9862273.204302)),1379,32249,200710539,NGUNYUMU PRI SCH,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.890893,-1.245206,"Open Data Kenya, School 2007"
MULTIPOINT ((246589.07698461 9857448.48192039)),1380,32255,200710558,FAITH ACADEMY PRI SCH,Primary,,NAIROBI WEST,,,,WAITHAKA,36.722691,-1.288681,"Open Data Kenya, School 2007"
MULTIPOINT ((267937.603202537 9859235.00266853)),1381,32256,200710559,SILVERLINE SCH PRI,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.914466,-1.272694,"Open Data Kenya, School 2007"
MULTIPOINT ((262440.073142613 9866025.36538093)),1382,32260,200710568,AKIMAM SPRINGS - PRI,Primary,,NAIROBI NORTH,,,,ROYSAMBU,36.865132,-1.211262,"Open Data Kenya, School 2007"
MULTIPOINT ((253510.64961757 9853793.7122461)),1383,32262,200710572,TALENT ACADEMY PRI.,Primary,,NAIROBI WEST,,,,MUGUMU-INI,36.784832,-1.321777,"Open Data Kenya, School 2007"
MULTIPOINT ((267927.888949799 9859271.16243559)),1384,32273,200710622,BLESINGS PRI SCH,Primary,,NAIROBI SOUTH,,,,KOMAROCK,36.914379,-1.272367,"Open Data Kenya, School 2007"
MULTIPOINT ((263682.004732084 9862017.49989181)),1385,32275,200710641,MGUU TUPU PRI SCH,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.876259,-1.247506,"Open Data Kenya, School 2007"
MULTIPOINT ((276467.395959989 9860295.00944416)),1386,32277,200710648,RUAI PRI SCH,Primary,,NAIROBI SOUTH,,,,RUAI,36.991098,-1.263171,"Open Data Kenya, School 2007"
MULTIPOINT ((259800.565228458 9859091.92411123)),1387,32280,200710654,SAFAITH CENTRE PRIMARY SCHOOL,Primary,,NAIROBI NORTH,,,,PANGANI,36.841372,-1.273927,"Open Data Kenya, School 2007"
MULTIPOINT ((263952.705817147 9867422.41194349)),1388,32291,200710701,LEAN MOL SENIOR ACADEMY,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.878729,-1.198642,"Open Data Kenya, School 2007"
MULTIPOINT ((267242.984614445 9862950.09687462)),1389,32299,200710739,TRYSTAR ACADEMY PRI,Primary,,NAIROBI NORTH,,,,DANDORA AREA IV,36.908253,-1.2391,"Open Data Kenya, School 2007"
MULTIPOINT ((270498.337782688 9859913.72991985)),1390,32321,200710832,URITHI HERITAGE MODEL SCH,Primary,,NAIROBI SOUTH,,,,MIHANGO,36.937474,-1.266576,"Open Data Kenya, School 2007"
MULTIPOINT ((246887.807079356 9849783.77965385)),1391,32327,200710867,CHURCH OF THE ROCK ACADEMY- PRI,Primary,,NAIROBI WEST,,,,KAREN,36.725311,-1.357973,"Open Data Kenya, School 2007"
MULTIPOINT ((259262.446914532 9853459.54364084)),1392,32328,200710873,HAPPY HOUSE ACADEMY PRI,Primary,,NAIROBI WEST,,,,SOUTH C,36.836495,-1.324844,"Open Data Kenya, School 2007"
MULTIPOINT ((265441.411846187 9857074.94004087)),1393,32332,200710889,SUNRISE CHILDRENS GARDEN PRI,Primary,,NAIROBI SOUTH,,,,UMOJA II,36.892027,-1.292205,"Open Data Kenya, School 2007"
MULTIPOINT ((255090.054542677 9854567.63670384)),1394,32337,200710908,UNDUGU BASIC ED PROGRAMME KIBERA,Primary,,NAIROBI WEST,,,,NYAYO HIGHRISE,36.799025,-1.314793,"Open Data Kenya, School 2007"
MULTIPOINT ((262831.549634865 9861375.95153135)),1395,32356,200710951,BRETHREN ASSEMBLY ACADEMY,Primary,,NAIROBI NORTH,,,,MATHARE NORTH,36.868615,-1.2533,"Open Data Kenya, School 2007"
MULTIPOINT ((248662.707653543 9856800.01081926)),1396,32362,200710970,RIRUTA CENTRAL PRI SCH,Primary,,NAIROBI WEST,,,,RIRUTA,36.741311,-1.29456,"Open Data Kenya, School 2007"
MULTIPOINT ((265954.229680235 9862892.88852105)),1397,32370,200710995,SIX TO SIX BABYCARE HOME & ACADEMY,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.896676,-1.239608,"Open Data Kenya, School 2007"
MULTIPOINT ((262861.759821255 9866764.8876665)),1398,32373,200711002,HOPE EDUCATIONAL CENTRE PRI SCH,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.868925,-1.204579,"Open Data Kenya, School 2007"
MULTIPOINT ((255224.545870858 9855193.15942674)),1399,32374,200711014,PEACE JUNIOR SCH PRI,Primary,,NAIROBI WEST,,,,WOODLEY/KENYATTA GOLF COURSE,36.800238,-1.309139,"Open Data Kenya, School 2007"
MULTIPOINT ((265446.192881343 9854424.2719011)),1400,32379,200711031,ELO-HIM ACADEMY PRI,Primary,,NAIROBI SOUTH,,,,PIPELINE,36.89205,-1.31617,"Open Data Kenya, School 2007"
MULTIPOINT ((264903.926485958 9862693.84572858)),1401,32389,200711073,VICTORY SELF HELP JUNIOR SCH PRI,Primary,,NAIROBI NORTH,,,,BABA DOGO,36.88724,-1.2414,"Open Data Kenya, School 2007"
MULTIPOINT ((267933.533519652 9861253.0862402)),1402,32396,200711091,PRECIOUS JUNIOR ACADEMY,Primary,,NAIROBI NORTH,,,,NJIRU,36.914444,-1.254448,"Open Data Kenya, School 2007"
MULTIPOINT ((254671.469383738 9854429.55398256)),1403,32400,200711111,ST JOHN SCH KIBREA PRI,Primary,,NAIROBI WEST,,,,LINDI,36.795264,-1.316038,"Open Data Kenya, School 2007"
MULTIPOINT ((264578.450319355 9863202.37517497)),1404,32402,200711132,BUKEWA ALLIANCE ACADEMY PRI,Primary,,NAIROBI NORTH,,,,KASARANI,36.88432,-1.2368,"Open Data Kenya, School 2007"
MULTIPOINT ((267541.211512992 9860583.17302287)),1405,32416,200711220,KOMAROCK CHRISTIA SCH,Primary,,NAIROBI SOUTH,,,,MOWLEM,36.910915,-1.260502,"Open Data Kenya, School 2007"
MULTIPOINT ((251660.596889199 9856512.19108893)),1406,32425,200711261,SEWDISH SCHOOL,Primary,,NAIROBI WEST,,,,KILIMANI,36.768236,-1.297186,"Open Data Kenya, School 2007"
MULTIPOINT ((249305.599840715 9857746.79810743)),1407,32433,200711291,EMMANUEL CHURCH ACADEMY - PRI,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.747093,-1.286006,"Open Data Kenya, School 2007"
MULTIPOINT ((269658.573428247 9863676.2248007)),1408,32438,200711302,PRESTIGE SCH - PRI,Primary,,NAIROBI NORTH,,,,MWIKI,36.929957,-1.232552,"Open Data Kenya, School 2007"
MULTIPOINT ((272128.915166715 9858282.09967631)),1409,32443,200711323,GRANDMAK PRIMARY,Primary,,NAIROBI SOUTH,,,,MIHANGO,36.95211,-1.28134,"Open Data Kenya, School 2007"
MULTIPOINT ((263396.393066183 9859363.91176633)),1410,32445,200711333,LUCINA SCH PRI),Primary,,NAIROBI NORTH,,,,AIRBASE,36.873674,-1.271495,"Open Data Kenya, School 2007"
MULTIPOINT ((267272.276762242 9868104.07886834)),1411,32454,200711369,GRACIOUS GLORY CENTER PRI,Primary,,NAIROBI NORTH,,,,KAHAWA,36.908552,-1.192502,"Open Data Kenya, School 2007"
MULTIPOINT ((264895.611116267 9867614.37925408)),1412,32455,200711372,NJATHAINI PRI SCHOOL SPECIAL UNIT,Primary,,NAIROBI NORTH,,,,ZIMMERMAN,36.8872,-1.196913,"Open Data Kenya, School 2007"
MULTIPOINT ((241874.170948789 9856351.39233037)),1413,32461,200711396,FOREST VIEW ACADEMY PRI,Primary,,NAIROBI WEST,,,,,36.680334,-1.29856,"Open Data Kenya, School 2007"
MULTIPOINT ((249936.611317961 9857903.9871627)),1414,32464,200711403,ST. FRANSIS OF ASIS ACADEMY - PRI,Primary,,NAIROBI WEST,,,,KAWANGWARE,36.752762,-1.28459,"Open Data Kenya, School 2007"
MULTIPOINT ((262590.165903018 9858570.52035817)),1415,32479,200711443,JOYBELLLS ACADEMY PRI,Primary,,NAIROBI NORTH,,,,AIRBASE,36.866426,-1.278662,"Open Data Kenya, School 2007"
MULTIPOINT ((265559.375399279 9862455.68145928)),1416,32490,200711483,NEW STARLIGHT ACADEMY PRI,Primary,,NAIROBI NORTH,,,,LUCKY SUMMER,36.893126,-1.243558,"Open Data Kenya, School 2007"
MULTIPOINT ((250018.084112734 9859202.25040376)),1417,32495,200711497,DESAI MEMORIAL PRI SCH,Primary,,NAIROBI WEST,,,,KANGEMI,36.753504,-1.272854,"Open Data Kenya, School 2007"
